Date,OFSS
2012-07-05,2556.8
2012-07-06,2535.8
2012-07-09,2505.9
2012-07-09,2505.9
2012-07-10,2512.2
2012-07-11,2492.7
2012-07-12,2472.45
2012-07-13,2510.2
2012-07-16,2470.2
2012-07-17,2488.85
2012-07-18,2513.25
2012-07-19,2520.0
2012-07-20,2541.45
2012-07-23,2515.3
2012-07-24,2552.1
2012-07-25,2540.1
2012-07-26,2490.2
2012-07-27,2488.4
2012-07-30,2519.75
2012-07-31,2554.3
2012-08-01,2595.65
2012-08-02,2627.55
2012-08-03,2781.0
2012-08-06,2849.95
2012-08-07,2861.75
2012-08-08,2853.05
2012-08-09,2774.4
2012-08-10,2853.65
2012-08-13,2871.9
2012-08-14,2938.2
2012-08-16,2964.35
2012-08-17,2906.75
2012-08-21,2932.25
2012-08-22,2864.3
2012-08-23,2860.0
2012-08-24,2911.8
2012-08-27,2875.1
2012-08-28,2864.75
2012-08-29,2842.6
2012-08-30,2901.15
2012-08-31,2975.0
2012-09-03,3030.6
2012-09-04,2964.9
2012-09-05,2900.7
2012-09-06,2950.15
2012-09-07,2944.8
2012-09-08,2961.5
2012-09-10,3003.85
2012-09-11,3008.25
2012-09-12,3026.35
2012-09-13,2975.35
2012-09-14,2973.95
2012-09-17,2975.0
2012-09-18,2962.3
2012-09-20,2957.65
2012-09-21,2959.1
2012-09-24,2952.95
2012-09-25,2999.85
2012-09-26,2976.1
2012-09-27,2961.25
2012-09-28,3009.05
2012-10-01,3103.7
2012-10-03,3071.9
2012-10-04,3052.6
2012-10-05,3027.3
2012-10-08,3006.6
2012-10-09,3010.55
2012-10-10,2981.95
2012-10-11,3001.8
2012-10-12,2986.5
2012-10-15,2952.65
2012-10-16,2959.45
2012-10-17,2956.05
2012-10-18,2952.35
2012-10-19,2940.35
2012-10-22,2967.15
2012-10-23,2947.85
2012-10-25,3006.2
2012-10-26,2969.0
2012-10-29,2922.7
2012-10-30,2934.55
2012-10-31,2900.2
2012-11-01,2873.45
2012-11-02,2897.95
2012-11-05,2831.7
2012-11-06,2873.4
2012-11-07,2880.3
2012-11-08,2861.1
2012-11-09,2843.0
2012-11-12,2854.25
2012-11-13,2861.65
2012-11-15,2850.6
2012-11-16,2821.5
2012-11-19,2828.0
2012-11-20,2812.3
2012-11-21,2828.7
2012-11-22,2825.05
2012-11-23,2837.55
2012-11-26,2900.85
2012-11-27,2930.85
2012-11-29,2892.0
2012-11-30,2909.6
2012-12-03,2899.8
2012-12-04,2903.65
2012-12-05,2898.5
2012-12-06,2881.75
2012-12-07,2856.2
2012-12-10,2942.6
2012-12-11,3039.45
2012-12-12,3050.15
2012-12-13,3060.1
2012-12-14,3175.35
2012-12-17,3136.8
2012-12-18,3239.65
2012-12-19,3192.55
2012-12-20,3199.55
2012-12-21,3175.65
2012-12-24,3201.8
2012-12-26,3208.45
2012-12-27,3196.4
2012-12-28,3279.85
2012-12-31,3293.35
